road_address,building_name,status,confirmed_units
강원특별자치도 정선군 남면 자뭇골길 293,에메랄드풀빌라,제외확정,0.0
강원특별자치도 홍천군 남면 명동길 97-8,홍천힐링하우스,대장조회실패(정보없음),
강원특별자치도 홍천군 내면 광원새터길 11-22,오대산별장,대장조회실패(정보없음),
강원특별자치도 홍천군 내면 광원새터길 174,외갓집펜션,대장조회실패(정보없음),
강원특별자치도 홍천군 내면 구룡령로 5040,리라빌,대장조회실패(정보없음),
강원특별자치도 홍천군 내면 밤바치길 1301-11,호랑소펜션,대장조회실패(정보없음),
강원특별자치도 홍천군 내촌면 아홉사리로 164-46,리버뷰소나무펜션,대장조회실패(정보없음),
강원특별자치도 홍천군 두촌면 광석로 885-7,바회마을 초가체험촌,대장조회실패(정보없음),
강원특별자치도 홍천군 두촌면 광석로 898-87,세이지우드홍천호텔,대장조회실패(정보없음),
강원특별자치도 홍천군 두촌면 부채들길 29,가람리조트,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노루목길 66,Mong9Mong9Haus,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노일로 144,노일리강마을B,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노일로 144-5,노일리강마을C,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노일로 146,노일리강마을A,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노일로 206-7,빌리지736-1,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노일로 206-9,빌리지736,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노일로 216-10,노지(빌라모자이크),대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노일로 216-7,"첨벙,다락(빌라모자이크)",대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노일로 216-8,모닥(빌라모자이크),대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노일로238번길 72-10,코코애견펜션,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 노일로238번길 99,홍천팬션위드엘,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 도사곡길 378-2,까미노데플로레스타1,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 도사곡길 378-4,까미노데플로레스타2,대장조회실패(정보없음),
"강원특별자치도 홍천군 북방면 반석들길 3, 주 3,5,7동",운공의 밤,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 장항2길 14-3,헤리티스2,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 장항2길 14-5,헤리티스,대장조회실패(정보없음),
강원특별자치도 홍천군 북방면 장항2길 18,산하연,제외확정,4.0
강원특별자치도 홍천군 북방면 장항2길 20,산다온 풀빌라,제외확정,4.0
강원특별자치도 홍천군 북방면 팔봉산로 1832-47,스톤브라운,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 감물악길 105,바우하우스 105,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 111,올라운드원벨라,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 113,올라운드원3단지,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 115,올라운드원2단지,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 117,올라운드 원,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 25,오캄럭스클럽H,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 29,오캄럭스클럽3단지,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 31,오캄럭스클럽2단지,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 33,오캄럭스클럽1단지,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 60-13,홍천펜션아이리스별동,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 60-23,홍천펜션아이리스,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 63,플라네르 Hongcheon,대장조회실패(정보없음),
강원특별자치도 홍천군 서면 굴업솔골길 82-1,리틀비발디(KE동),대장조회실패(정보없음),
